day,product,held,sell_quantity,spot_price,future_price,liquidating,sold_this_turn,decision,revenue,agent
7,WHEAT,1,1,32,30.0,False,0,HOLD,0,agent_d
7,WHEAT,1,1,32,,False,0,HOLD,0,agent_a
7,WHEAT,1,1,32,30.0,False,0,HOLD,0,agent_d
7,WHEAT,1,1,32,,False,0,HOLD,0,agent_a
7,WHEAT,1,1,32,30.0,False,0,HOLD,0,agent_d
7,WHEAT,1,1,32,,False,0,HOLD,0,agent_a
7,WHEAT,1,1,33,30.0,False,0,HOLD,0,agent_d
7,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
7,WHEAT,1,1,33,29.0,False,0,HOLD,0,agent_d
7,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
7,WHEAT,1,1,33,29.0,False,0,HOLD,0,agent_d
7,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,2,2,33,29.0,False,0,HOLD,0,agent_d
8,WHEAT,2,2,33,,False,0,HOLD,0,agent_a
8,WHEAT,2,2,33,29.0,False,0,HOLD,0,agent_d
8,WHEAT,2,2,33,,False,0,HOLD,0,agent_a
8,WHEAT,2,2,33,29.0,False,0,HOLD,0,agent_d
8,WHEAT,2,2,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,30.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,30.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,30.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,33.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,33,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,33,,False,0,HOLD,0,agent_a
8,WHEAT,1,1,34,31.0,False,0,HOLD,0,agent_d
8,WHEAT,1,1,34,,False,0,HOLD,0,agent_a
